1,3M 
2,ALFRA 
3,AMITZU 
4,BAME 
5,FAN STAR 
6,GBC MEXICANA 
7,ALPRECIO
8,REQUIEZ 
9,KOMBOY GBC
10,LASKO 
11,LOHNOS
12,MAN 
13,VANTA
14,MYTEK
15,SEVILLE
16,BOSTON
17,INGENTO 
18,VANTA 
19,GBC 
20,SONY 
21,TRANE - 3 TONELADAS
22,PANASONIC 
23,STARFARM 
24,TRANE 
25,VONHAUCKE
26,BRILLIANT
27,S/M
